Run,Type,Flag,StartTime,StopTime,Length,Geometry,Channels,Trigger,T1,T2,T3,T4,Events,LG,HG,Ped,Size,PedRun,TrgRate,Note
465,data,good,2024-05-28 01:20,2024-05-28 02:50,89,20240515,192,7,0.09,0.09,0.03,0.4,440,30,55,160,5,457,0.6,
466,data,good,2024-05-28 02:50,2024-05-28 04:20,89,20240515,192,7,0.09,0.09,0.03,0.4,357,30,55,160,4,457,0.6,
467,data,good,2024-05-28 05:51,2024-05-28 07:21,88,20240515,192,7,0.09,0.09,0.03,0.4,314,30,55,160,4,457,0.6,
468,data,good,2024-05-28 07:22,2024-05-28 08:52,89,20240515,192,7,0.09,0.09,0.03,0.4,286,30,55,160,4,457,0.6,
469,data,good,2024-05-28 08:52,2024-05-28 10:22,89,20240515,192,7,0.09,0.09,0.03,0.4,264,30,55,160,3,457,0.6,
470,data,good,2024-05-28 10:22,2024-05-28 11:52,89,20240515,192,7,0.09,0.09,0.03,0.4,286,30,55,160,4,457,0.6,
471,data,good,2024-05-28 11:53,2024-05-28 13:23,89,20240515,192,7,0.09,0.09,0.03,0.4,280,30,55,160,4,457,0.6,
472,data,good,2024-05-28 13:23,2024-05-28 14:53,89,20240515,192,7,0.09,0.09,0.03,0.4,256,30,55,160,3,457,0.6,
473,data,good,2024-05-28 14:54,2024-05-28 15:31,37,20240515,192,7,0.09,0.09,0.03,0.4,107,30,55,160,2,457,0.6,
474,ptrg,good,2024-05-28 15:32,2024-05-28 15:32,0,20240515,192,0,0.09,0.09,0.03,0.4,15105,30,55,160,164,-1,0.0,
475,data,good,2024-05-28 15:35,2024-05-28 17:05,89,20240515,192,7,0.03,0.03,0.02,0.4,2988,30,55,160,33,474,0.6,
476,data,good,2024-05-28 17:05,2024-05-28 18:35,68,20240515,192,7,0.03,0.03,0.02,0.4,2216,30,55,160,24,474,0.6,
477,data,good,2024-05-28 18:36,2024-05-28 20:06,89,20240515,192,7,0.03,0.03,0.02,0.4,1034,30,55,160,12,474,0.6,
478,data,bad,2024-05-28 20:06,2024-05-28 21:36,89,20240515,192,7,0.03,0.03,0.02,0.4,492,30,55,160,4,474,0.6,
479,data,good,2024-05-28 21:37,2024-05-28 23:07,81,20240515,192,7,0.03,0.03,0.02,0.4,7586,30,55,160,82,474,0.6,
480,data,good,2024-05-28 23:21,2024-05-29 00:51,89,20240515,192,7,0.03,0.03,0.02,0.4,636,30,55,160,7,474,0.6,
481,data,good,2024-05-29 00:51,2024-05-29 02:21,90,20240515,192,7,0.03,0.03,0.02,0.4,9730,30,55,160,106,474,0.6,
482,data,good,2024-05-29 02:22,2024-05-29 03:52,89,20240515,192,7,0.03,0.03,0.02,0.4,7581,30,55,160,82,474,0.6,
483,data,bad,2024-05-29 03:52,2024-05-29 05:22,0,20240515,192,7,0.03,0.03,0.02,0.4,629,30,55,160,3,474,0.6,
484,ptrg,good,2024-05-29 10:18,2024-05-29 10:19,0,20240515,192,0,0.03,0.03,0.02,0.4,13083,30,55,160,142,-1,0.0,
485,cosmic,good,2024-05-29 10:19,2024-05-29 11:49,89,20240515,192,112,0.03,0.03,0.02,0.4,692,30,55,160,8,484,0.6,
486,cosmic,good,2024-05-29 11:49,2024-05-29 13:19,90,20240515,192,112,0.03,0.03,0.02,0.4,42526,30,55,160,460,484,0.6,beam development
487,data,good,2024-05-29 13:20,2024-05-29 13:35,15,20240515,192,112,0.03,0.03,0.02,0.4,22753,30,55,160,246,484,0.6,
488,data,good,2024-05-29 13:41,2024-05-29 15:11,76,20240515,192,7,0.02,0.02,0.02,0.4,1696,30,55,160,19,484,0.6,
489,data,good,2024-05-29 18:29,2024-05-29 19:59,90,20240515,192,7,0.02,0.02,0.02,0.4,22492,30,55,160,243,484,0.6,
490,data,good,2024-05-29 19:59,2024-05-29 21:21,81,20240515,192,7,0.02,0.02,0.02,0.4,15842,30,55,160,172,484,0.6,
491,data,good,2024-05-29 21:21,2024-05-29 22:51,89,20240515,192,7,0.03,0.03,0.03,0.4,4419,30,55,160,48,484,0.6,
492,data,good,2024-05-29 22:51,2024-05-30 00:21,89,20240515,192,7,0.03,0.03,0.03,0.4,4105,30,55,160,45,484,0.6,
493,data,good,2024-05-30 00:55,2024-05-30 02:25,89,20240515,192,7,0.03,0.03,0.03,0.4,3687,30,55,160,40,484,0.6,
494,data,good,2024-05-30 02:25,2024-05-30 03:55,59,20240515,192,7,0.03,0.03,0.03,0.4,2307,30,55,160,25,484,0.6,
495,data,good,2024-05-30 04:05,2024-05-30 05:35,89,20240515,192,7,0.03,0.03,0.03,0.4,4497,30,55,160,49,484,0.6,
496,data,bad,2024-05-30 05:35,2024-05-30 07:05,6,20240515,192,7,0.03,0.03,0.03,0.4,611,30,55,160,5,484,0.6,
497,data,good,2024-05-30 12:12,2024-05-30 13:42,76,20240515,192,7,0.03,0.03,0.03,0.4,3307,30,55,160,36,484,0.6,
498,ptrg,good,2024-05-30 14:31,2024-05-30 14:32,0,20240515,192,0,0.03,0.03,0.03,0.4,13472,30,55,160,146,-1,0.0,
499,cosmic,good,2024-05-30 14:34,2024-05-30 16:04,89,20240515,192,112,0.03,0.03,0.03,0.4,717,30,55,160,8,498,0.6,
500,data,good,2024-05-31 01:06,2024-05-31 02:36,71,20240515,192,7,0.03,0.03,0.03,0.4,954,30,55,160,11,498,0.6,
501,data,good,2024-05-31 02:37,2024-05-31 04:07,52,20240515,192,7,0.03,0.03,0.03,0.4,388,30,55,160,5,498,0.6,
502,data,good,2024-05-31 04:07,2024-05-31 05:37,79,20240515,192,7,0.03,0.03,0.03,0.4,318,30,55,160,4,498,0.6,
503,data,good,2024-05-31 05:37,2024-05-31 07:07,89,20240515,192,7,0.03,0.03,0.03,0.4,99,30,55,160,2,498,0.6,
504,data,good,2024-05-31 07:08,2024-05-31 08:38,89,20240515,192,7,0.03,0.03,0.03,0.4,2021,30,55,160,22,498,0.6,
505,data,good,2024-05-31 08:38,2024-05-31 10:08,54,20240515,192,7,0.03,0.03,0.03,0.4,1677,30,55,160,19,498,0.6,
506,data,good,2024-05-31 10:09,2024-05-31 11:10,55,20240515,192,7,0.03,0.03,0.03,0.4,274,30,55,160,3,498,0.6,
507,ptrg,good,2024-05-31 11:13,2024-05-31 11:13,0,20240515,192,0,0.03,0.03,0.03,0.4,13267,30,55,160,144,-1,0.0,
508,cosmic,good,2024-05-31 11:29,2024-05-31 12:59,89,20240515,192,112,0.02,0.02,0.02,0.4,205393,30,55,160,2219,507,0.6,
509,cosmic,good,2024-05-31 12:59,2024-05-31 13:25,25,20240515,192,112,0.02,0.02,0.02,0.4,2139,30,55,160,24,507,0.6,
510,data,good,2024-05-31 13:26,2024-05-31 14:56,88,20240515,192,7,0.02,0.02,0.02,0.4,503,30,55,160,6,507,0.6,
511,data,good,2024-05-31 14:56,2024-05-31 16:26,90,20240515,192,7,0.02,0.02,0.02,0.4,2488,30,55,160,27,507,0.6,
512,data,good,2024-05-31 16:27,2024-05-31 17:57,90,20240515,192,7,0.02,0.02,0.02,0.4,2622,30,55,160,29,507,0.6,
513,data,good,2024-05-31 17:57,2024-05-31 19:27,39,20240515,192,7,0.02,0.02,0.02,0.4,3821,30,55,160,42,507,0.6,
514,ptrg,good,2024-06-01 09:37,2024-06-01 09:37,0,20240515,192,0,0.02,0.02,0.02,0.4,13065,30,55,160,142,-1,0.0,
515,cosmic,good,2024-06-01 09:39,2024-06-01 11:09,89,20240515,192,112,0.02,0.02,0.02,0.4,503,30,55,160,6,514,0.6,
516,cosmic,good,2024-06-01 11:10,2024-06-01 12:40,90,20240515,192,112,0.02,0.02,0.02,0.4,591098,30,55,160,6386,514,0.6,with beam injection
517,data,good,2024-06-01 13:37,2024-06-01 15:07,89,20240515,192,7,0.03,0.03,0.03,0.4,2278,30,55,160,25,514,0.6,
518,data,good,2024-06-01 15:07,2024-06-01 16:37,89,20240515,192,7,0.03,0.03,0.03,0.4,1897,30,55,160,21,514,0.6,
519,data,good,2024-06-01 16:37,2024-06-01 18:07,89,20240515,192,7,0.03,0.03,0.03,0.4,1683,30,55,160,19,514,0.6,
520,data,good,2024-06-01 18:08,2024-06-01 19:38,74,20240515,192,7,0.03,0.03,0.03,0.4,1289,30,55,160,14,514,0.6,
521,data,good,2024-06-01 21:09,2024-06-01 22:39,87,20240515,192,7,0.03,0.03,0.03,0.4,332,30,55,160,4,514,0.6,
522,data,good,2024-06-01 22:39,2024-06-02 00:09,89,20240515,192,7,0.03,0.03,0.03,0.4,1649,30,55,160,18,514,0.6,
523,data,good,2024-06-02 00:10,2024-06-02 01:40,89,20240515,192,7,0.03,0.03,0.03,0.4,3080,30,55,160,34,514,0.6,
524,data,good,2024-06-02 01:40,2024-06-02 03:10,89,20240515,192,7,0.03,0.03,0.03,0.4,2313,30,55,160,25,514,0.6,
525,data,good,2024-06-02 03:10,2024-06-02 04:40,89,20240515,192,7,0.03,0.03,0.03,0.4,2021,30,55,160,22,514,0.6,
526,data,good,2024-06-02 04:41,2024-06-02 06:11,90,20240515,192,7,0.03,0.03,0.03,0.4,1814,30,55,160,20,514,0.6,
527,data,good,2024-06-02 06:11,2024-06-02 07:41,89,20240515,192,7,0.03,0.03,0.03,0.4,1516,30,55,160,17,514,0.6,
528,data,good,2024-06-02 07:42,2024-06-02 09:12,89,20240515,192,7,0.03,0.03,0.03,0.4,3584,30,55,160,39,514,0.6,
529,ptrg,good,2024-06-02 11:14,2024-06-02 11:14,0,20240515,192,0,0.03,0.03,0.03,0.4,13280,30,55,160,144,-1,0.0,
530,data,good,2024-06-02 11:14,2024-06-02 12:44,45,20240515,192,7,0.03,0.03,0.03,0.4,1034,30,55,160,12,529,0.6,
531,data,good,2024-06-02 12:44,2024-06-02 14:14,89,20240515,192,7,0.03,0.03,0.03,0.4,2378,30,55,160,26,529,0.6,
532,data,good,2024-06-02 14:15,2024-06-02 15:45,89,20240515,192,7,0.03,0.03,0.03,0.4,3351,30,55,160,37,529,0.6,
533,data,good,2024-06-02 15:45,2024-06-02 17:15,89,20240515,192,7,0.03,0.03,0.03,0.4,2599,30,55,160,29,529,0.6,
534,data,bad,2024-06-02 17:16,2024-06-02 17:43,0,20240515,192,7,0.03,0.03,0.03,0.4,539,30,55,160,2,529,0.6,
535,data,good,2024-06-02 17:47,2024-06-02 19:17,89,20240515,192,7,0.03,0.03,0.03,0.4,2185,30,55,160,24,529,0.6,
536,data,good,2024-06-02 19:17,2024-06-02 20:47,89,20240515,192,7,0.03,0.03,0.03,0.4,1306,30,55,160,15,529,0.6,
537,data,good,2024-06-02 20:48,2024-06-02 22:18,90,20240515,192,7,0.03,0.03,0.03,0.4,3136,30,55,160,34,529,0.6,
538,data,good,2024-06-02 22:18,2024-06-02 23:48,89,20240515,192,7,0.03,0.03,0.03,0.4,2958,30,55,160,32,529,0.6,
539,data,good,2024-06-02 23:48,2024-06-03 01:18,89,20240515,192,7,0.03,0.03,0.03,0.4,2437,30,55,160,27,529,0.6,
540,data,good,2024-06-03 01:19,2024-06-03 02:49,89,20240515,192,7,0.03,0.03,0.03,0.4,2079,30,55,160,23,529,0.6,
541,data,good,2024-06-03 02:49,2024-06-03 04:19,89,20240515,192,7,0.03,0.03,0.03,0.4,1249,30,55,160,14,529,0.6,
542,data,good,2024-06-03 04:20,2024-06-03 05:50,89,20240515,192,7,0.03,0.03,0.03,0.4,3194,30,55,160,35,529,0.6,
543,data,good,2024-06-03 05:50,2024-06-03 07:20,89,20240515,192,7,0.03,0.03,0.03,0.4,2878,30,55,160,32,529,0.6,
544,data,good,2024-06-03 07:20,2024-06-03 08:50,89,20240515,192,7,0.03,0.03,0.03,0.4,2239,30,55,160,25,529,0.6,
545,data,good,2024-06-03 08:51,2024-06-03 10:21,89,20240515,192,7,0.03,0.03,0.03,0.4,1851,30,55,160,21,529,0.6,
546,data,good,2024-06-03 10:21,2024-06-03 11:51,61,20240515,192,7,0.03,0.03,0.03,0.4,1128,30,55,160,13,529,0.6,
547,data,good,2024-06-03 11:52,2024-06-03 13:22,89,20240515,192,7,0.03,0.03,0.03,0.4,1135,30,55,160,13,529,0.6,
548,data,good,2024-06-03 13:22,2024-06-03 14:52,90,20240515,192,7,0.03,0.03,0.03,0.4,16251,30,55,160,176,529,0.6,
549,data,good,2024-06-03 14:53,2024-06-03 16:23,89,20240515,192,7,0.03,0.03,0.03,0.4,32290,30,55,160,349,529,0.6,
550,data,good,2024-06-03 16:23,2024-06-03 17:52,88,20240515,192,7,0.03,0.03,0.03,0.4,1541,30,55,160,17,529,0.6,
551,ptrg,good,2024-06-03 17:52,2024-06-03 17:53,0,20240515,192,0,0.03,0.03,0.03,0.4,13469,30,55,160,146,-1,0.0,
552,data,good,2024-06-03 17:54,2024-06-03 19:24,89,20240515,192,7,0.03,0.03,0.03,0.4,645,30,55,160,7,551,0.6,
553,data,bad,2024-06-03 19:25,2024-06-03 20:55,86,20240515,192,7,0.03,0.03,0.03,0.4,17,30,55,160,1,551,0.6,
554,data,good,2024-06-03 20:55,2024-06-03 22:25,89,20240515,192,7,0.03,0.03,0.03,0.4,1398,30,55,160,16,551,0.6,
555,data,good,2024-06-03 22:26,2024-06-03 23:56,89,20240515,192,7,0.03,0.03,0.03,0.4,2847,30,55,160,31,551,0.6,
556,ptrg,good,2024-06-04 11:52,2024-06-04 11:52,0,20240515,192,0,0.03,0.03,0.03,0.4,13067,30,55,160,142,-1,0.0,
557,ptrg,good,2024-06-04 12:44,2024-06-04 12:44,0,20240515,192,0,0.03,0.03,0.03,0.4,13067,30,55,160,142,-1,0.0,
558,ptrg,good,2024-06-04 13:37,2024-06-04 13:38,0,20240515,192,0,0.03,0.03,0.03,0.4,13268,30,55,160,144,-1,0.0,
559,ptrg,good,2024-06-04 13:54,2024-06-04 13:54,0,20240515,192,0,0.03,0.03,0.03,0.4,12905,30,55,160,140,-1,0.0,
560,data,good,2024-06-04 14:00,2024-06-04 15:30,89,20240515,192,7,0.03,0.03,0.03,0.4,301,30,55,160,4,559,0.6,
561,data,good,2024-06-04 15:30,2024-06-04 17:00,90,20240515,192,7,0.03,0.03,0.03,0.4,1157,30,55,160,13,559,0.6,
562,data,good,2024-06-04 17:01,2024-06-04 18:31,90,20240515,192,7,0.03,0.03,0.03,0.4,2489,30,55,160,27,559,0.6,
563,data,bad,2024-06-04 18:31,2024-06-04 20:01,0,20240515,192,7,0.03,0.03,0.03,0.4,2023,30,55,160,15,559,0.6,Only two CAEN unit readouts
564,data,good,2024-06-04 20:02,2024-06-04 21:32,89,20240515,192,7,0.03,0.03,0.03,0.4,1649,30,55,160,18,559,0.6,
565,data,good,2024-06-04 23:02,2024-06-05 00:32,89,20240515,192,7,0.03,0.03,0.03,0.4,826,30,55,160,9,559,0.6,
566,data,good,2024-06-04 21:32,2024-06-04 23:02,89,20240515,192,7,0.03,0.03,0.03,0.4,1442,30,55,160,16,559,0.6,
567,data,good,2024-06-05 00:33,2024-06-05 02:03,89,20240515,192,7,0.03,0.03,0.03,0.4,2614,30,55,160,29,559,0.6,
568,data,good,2024-06-05 02:03,2024-06-05 03:33,90,20240515,192,7,0.03,0.03,0.03,0.4,1727,30,55,160,19,559,0.6,
569,data,bad,2024-06-05 03:34,2024-06-05 05:04,89,20240515,192,7,0.03,0.03,0.03,0.4,1482,30,55,160,11,559,0.6,
570,data,good,2024-06-05 05:04,2024-06-05 06:34,89,20240515,192,7,0.03,0.03,0.03,0.4,1481,30,55,160,17,559,0.6,
571,data,good,2024-06-05 06:34,2024-06-05 08:04,81,20240515,192,7,0.03,0.03,0.03,0.4,1166,30,55,160,13,559,0.6,
572,ptrg,good,2024-06-05 08:27,2024-06-05 08:27,0,20240515,192,0,0.03,0.03,0.03,0.4,13270,27,55,160,144,-1,0.0,Lower LG from 30 to 27
573,cosmic,good,2024-06-05 08:36,2024-06-05 10:06,90,20240515,192,112,0.01,0.01,0.01,0.4,2675,27,55,160,29,572,0.6,
574,cosmic,good,2024-06-05 10:06,2024-06-05 11:36,90,20240515,192,112,0.01,0.01,0.01,0.4,2378,27,55,160,26,572,0.6,
575,cosmic,good,2024-06-05 11:37,2024-06-05 13:07,90,20240515,192,112,0.01,0.01,0.01,0.4,2210,27,55,160,24,572,0.6,
576,cosmic,good,2024-06-05 13:07,2024-06-05 14:37,89,20240515,192,112,0.01,0.01,0.01,0.4,2090,27,55,160,23,572,0.6,
577,cosmic,good,2024-06-05 14:38,2024-06-05 16:08,89,20240515,192,112,0.01,0.01,0.01,0.4,2015,27,55,160,22,572,0.6,
578,cosmic,good,2024-06-05 16:08,2024-06-05 17:38,89,20240515,192,112,0.01,0.01,0.01,0.4,1932,27,55,160,21,572,0.6,
579,cosmic,good,2024-06-05 17:39,2024-06-05 18:29,50,20240515,192,112,0.01,0.01,0.01,0.4,1015,27,55,160,11,572,0.6,
580,cosmic,good,2024-06-05 20:43,2024-06-05 22:13,88,20240515,192,64,0.03,0.03,0.01,0.4,157,27,55,160,2,572,0.6,
581,cosmic,good,2024-06-05 22:15,2024-06-05 23:45,89,20240515,192,64,0.03,0.03,0.01,0.4,147,27,55,160,2,572,0.6,
582,cosmic,good,2024-06-05 23:45,2024-06-06 01:15,89,20240515,192,64,0.03,0.03,0.01,0.4,162,27,55,160,2,572,0.6,
583,cosmic,good,2024-06-06 01:16,2024-06-06 02:46,89,20240515,192,64,0.03,0.03,0.01,0.4,153,27,55,160,2,572,0.6,
584,cosmic,good,2024-06-06 02:46,2024-06-06 04:16,89,20240515,192,64,0.03,0.03,0.01,0.4,150,27,55,160,2,572,0.6,
585,cosmic,good,2024-06-06 04:17,2024-06-06 05:47,89,20240515,192,64,0.03,0.03,0.01,0.4,149,27,55,160,2,572,0.6,
586,cosmic,good,2024-06-06 05:47,2024-06-06 07:17,89,20240515,192,64,0.03,0.03,0.01,0.4,148,27,55,160,2,572,0.6,
587,cosmic,good,2024-06-06 07:18,2024-06-06 08:48,89,20240515,192,64,0.03,0.03,0.01,0.4,162,27,55,160,2,572,0.6,
588,cosmic,good,2024-06-06 08:48,2024-06-06 10:15,85,20240515,192,64,0.01,0.01,0.01,0.4,125,27,55,160,2,572,0.6,
589,ptrg,good,2024-06-06 10:16,2024-06-06 10:16,0,20240515,192,0,0.01,0.01,0.01,0.4,12685,27,55,160,138,-1,0.0,
590,cosmic,good,2024-06-06 10:16,2024-06-06 11:46,89,20240515,192,48,0.01,0.01,0.01,0.4,195,27,55,160,3,589,0.6,
591,cosmic,good,2024-06-06 11:47,2024-06-06 13:17,88,20240515,192,48,0.01,0.01,0.01,0.4,205,27,55,160,3,589,0.6,
592,cosmic,good,2024-06-06 13:17,2024-06-06 14:47,89,20240515,192,48,0.01,0.01,0.01,0.4,221,27,55,160,3,589,0.6,
593,cosmic,good,2024-06-06 14:49,2024-06-06 16:19,89,20240515,192,48,0.01,0.01,0.01,0.4,191,27,55,160,3,589,0.6,
594,cosmic,good,2024-06-06 16:19,2024-06-06 17:49,89,20240515,192,48,0.01,0.01,0.01,0.4,182,27,55,160,2,589,0.6,
595,cosmic,good,2024-06-06 17:50,2024-06-06 19:20,89,20240515,192,48,0.01,0.01,0.01,0.4,183,27,55,160,2,589,0.6,
596,cosmic,good,2024-06-06 19:20,2024-06-06 20:50,89,20240515,192,48,0.01,0.01,0.01,0.4,192,27,55,160,3,589,0.6,
597,cosmic,good,2024-06-06 20:51,2024-06-06 22:21,89,20240515,192,48,0.01,0.01,0.01,0.4,204,27,55,160,3,589,0.6,
598,cosmic,good,2024-06-06 22:21,2024-06-06 23:51,89,20240515,192,48,0.01,0.01,0.01,0.4,149,27,55,160,2,589,0.6,
599,data,good,2024-06-07 01:22,2024-06-07 02:52,90,20240515,192,48,0.03,0.03,0.01,0.4,59145,27,55,160,639,589,0.6,
600,data,good,2024-06-07 05:26,2024-06-07 06:56,89,20240515,192,7,0.03,0.03,0.01,0.4,3946,27,55,160,43,589,0.6,
601,data,good,2024-06-07 06:56,2024-06-07 08:26,90,20240515,192,7,0.03,0.03,0.01,0.4,3617,27,55,160,40,589,0.6,
602,data,good,2024-06-07 08:26,2024-06-07 09:56,88,20240515,192,7,0.03,0.03,0.01,0.4,2096,27,55,160,23,589,0.6,
603,data,good,2024-06-07 10:04,2024-06-07 11:34,84,20240515,192,7,0.03,0.03,0.01,0.4,47,27,55,160,1,589,0.6,
604,cosmic,good,2024-06-07 11:34,2024-06-07 13:04,66,20240515,192,7,0.03,0.03,0.01,0.4,44,27,55,160,1,589,0.6,
605,ptrg,good,2024-06-07 13:12,2024-06-07 13:12,0,20240515,192,0,0.03,0.03,0.01,0.4,13066,27,55,160,142,-1,0.0,
606,cosmic,good,2024-06-07 13:15,2024-06-07 14:43,88,20240515,192,112,0.005,0.005,0.005,0.4,27670,27,55,160,299,605,0.6,beam injection in the last 10 mins
607,data,good,2024-06-07 14:45,2024-06-07 16:15,90,20240515,192,7,0.02,0.02,0.02,0.4,5796,27,55,160,63,605,0.6,
608,data,good,2024-06-07 16:15,2024-06-07 17:45,89,20240515,192,7,0.02,0.02,0.02,0.4,6685,27,55,160,73,605,0.6,
609,data,good,2024-06-07 17:46,2024-06-07 19:16,90,20240515,192,7,0.02,0.02,0.02,0.4,5680,27,55,160,62,605,0.6,
610,data,good,2024-06-07 19:16,2024-06-07 20:46,90,20240515,192,7,0.02,0.02,0.02,0.4,5255,27,55,160,57,605,0.6,
611,data,good,2024-06-07 20:47,2024-06-07 22:17,89,20240515,192,7,0.02,0.02,0.02,0.4,2725,27,55,160,30,605,0.6,
612,data,good,2024-06-07 22:17,2024-06-07 23:47,89,20240515,192,7,0.02,0.02,0.02,0.4,3942,27,55,160,43,605,0.6,
613,data,good,2024-06-07 23:47,2024-06-08 01:17,90,20240515,192,7,0.02,0.02,0.02,0.4,4316,27,55,160,47,605,0.6,
614,data,good,2024-06-08 01:18,2024-06-08 02:48,90,20240515,192,7,0.02,0.02,0.02,0.4,3662,27,55,160,40,605,0.6,
615,data,bad,2024-06-08 02:48,2024-06-08 04:18,90,20240515,192,7,0.02,0.02,0.02,0.4,3330,27,55,160,37,605,0.6,
616,data,good,2024-06-08 04:19,2024-06-08 05:49,88,20240515,192,7,0.02,0.02,0.02,0.4,1619,27,55,160,18,605,0.6,
617,data,good,2024-06-08 05:49,2024-06-08 07:19,90,20240515,192,7,0.02,0.02,0.02,0.4,661,27,55,160,8,605,0.6,
